treatment,question,rep_id,fdom_env_count,fdom_phenotype_score,fdom_max_phenotype_score,fdom_norm_phenotype_score,fdom_gestation_time,fdom_genome_length,-1000_phenotype_score,min_genome_size,fancy_name
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_163,512,0,4608,0.0,218.0,100.0,0,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_114,512,512,4608,11.1111111111,214.0,100.0,512,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_169,512,3072,4608,66.6666666667,501.0,223.0,3072,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_187,512,1536,4608,33.3333333333,215.0,102.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_113,512,1024,4608,22.2222222222,219.0,105.0,1024,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_164,512,1792,4608,38.8888888889,211.5,100.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_180,512,2560,4608,55.5555555556,400.0,191.0,2560,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_119,512,1536,4608,33.3333333333,218.5,100.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_156,512,1536,4608,33.3333333333,487.5,225.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_121,512,512,4608,11.1111111111,214.0,103.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_193,512,2048,4608,44.4444444444,330.5,144.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_177,512,1024,4608,22.2222222222,215.0,105.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_199,512,1024,4608,22.2222222222,220.0,100.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_138,512,2048,4608,44.4444444444,368.5,166.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_145,512,3072,4608,66.6666666667,201.0,105.0,3072,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_132,512,1536,4608,33.3333333333,207.0,105.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_141,512,2560,4608,55.5555555556,405.0,188.0,2560,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_136,512,2560,4608,55.5555555556,361.5,164.0,2560,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_104,512,1536,4608,33.3333333333,288.0,132.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_173,512,2560,4608,55.5555555556,379.0,178.0,2560,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_197,512,1536,4608,33.3333333333,405.5,184.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_179,512,1536,4608,33.3333333333,214.0,103.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_158,512,2048,4608,44.4444444444,298.0,145.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_152,512,512,4608,11.1111111111,220.0,104.0,1024,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_125,512,1792,4608,38.8888888889,207.5,100.0,1792,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_184,512,2048,4608,44.4444444444,280.5,133.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_117,512,2048,4608,44.4444444444,254.0,128.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_160,512,2560,4608,55.5555555556,307.0,149.0,2560,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_183,512,1792,4608,38.8888888889,348.5,167.0,1792,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_189,512,1536,4608,33.3333333333,286.5,125.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_167,512,1536,4608,33.3333333333,190.0,100.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_110,512,2048,4608,44.4444444444,292.0,139.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_128,512,2560,4608,55.5555555556,403.5,189.0,2560,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_122,512,512,4608,11.1111111111,221.0,104.0,512,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_155,512,512,4608,11.1111111111,222.0,100.0,512,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_200,512,2048,4608,44.4444444444,559.0,259.0,2048,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_174,512,1536,4608,33.3333333333,220.5,105.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_103,512,1536,4608,33.3333333333,363.5,170.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_109,512,0,4608,0.0,217.0,102.0,512,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_190,512,1536,4608,33.3333333333,581.0,253.0,1536,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_131,512,1536,4608,33.3333333333,260.0,122.0,1792,100,Slip-NOP
Q3__Slip_NOP__MinGen_100,Q3,Q3__Slip_NOP__MinGen_100__rep_146,512,2048,4608,44.4444444444,405.0,191.0,2048,100,Slip-NOP
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_173,512,2560,4608,55.5555555556,565.5,255.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_104,512,1536,4608,33.3333333333,317.0,124.0,1536,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_197,512,2560,4608,55.5555555556,709.0,303.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_179,512,3072,4608,66.6666666667,412.0,235.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_136,512,2560,4608,55.5555555556,384.0,227.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_141,512,2560,4608,55.5555555556,441.0,225.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_184,512,2560,4608,55.5555555556,431.0,233.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_160,512,2048,4608,44.4444444444,511.5,248.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_117,512,2048,4608,44.4444444444,402.0,244.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_158,512,2816,4608,61.1111111111,418.5,199.0,2816,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_125,512,2048,4608,44.4444444444,380.0,201.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_152,512,2816,4608,61.1111111111,610.0,276.0,2816,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_128,512,2560,4608,55.5555555556,456.0,229.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_155,512,3072,4608,66.6666666667,525.5,244.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_122,512,3072,4608,66.6666666667,530.0,240.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_183,512,2048,4608,44.4444444444,201.0,129.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_189,512,2048,4608,44.4444444444,359.5,219.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_110,512,2048,4608,44.4444444444,404.5,227.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_167,512,3584,4608,77.7777777778,387.0,233.0,3584,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_146,512,2560,4608,55.5555555556,347.0,191.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_131,512,2560,4608,55.5555555556,521.0,252.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_103,512,2048,4608,44.4444444444,435.5,219.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_174,512,2560,4608,55.5555555556,398.0,209.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_109,512,2048,4608,44.4444444444,321.0,173.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_190,512,2560,4608,55.5555555556,208.5,128.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_200,512,3584,4608,77.7777777778,655.5,291.0,3584,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_194,512,1792,4608,38.8888888889,901.0,451.0,1792,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_107,512,3072,4608,66.6666666667,422.0,211.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_170,512,3584,4608,77.7777777778,407.0,196.0,3584,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_148,512,2560,4608,55.5555555556,653.25,312.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_142,512,2048,4608,44.4444444444,417.0,225.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_135,512,1536,4608,33.3333333333,184.0,100.0,1536,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_114,512,2560,4608,55.5555555556,471.0,211.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_163,512,1536,4608,33.3333333333,238.0,118.0,1536,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_169,512,1536,4608,33.3333333333,230.0,126.0,1536,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_187,512,2560,4608,55.5555555556,319.0,180.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_151,512,3072,4608,66.6666666667,879.0,456.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_126,512,3328,4608,72.2222222222,497.0,252.0,3328,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_121,512,3072,4608,66.6666666667,904.0,357.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_156,512,3584,4608,77.7777777778,763.5,407.0,3584,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_164,512,2048,4608,44.4444444444,630.0,272.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_113,512,2688,4608,58.3333333333,399.0,193.0,2688,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_180,512,3072,4608,66.6666666667,404.0,213.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_119,512,2560,4608,55.5555555556,524.0,262.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_138,512,2048,4608,44.4444444444,329.0,168.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_132,512,3072,4608,66.6666666667,774.75,346.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_145,512,2304,4608,50.0,458.25,225.0,2304,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_193,512,2048,4608,44.4444444444,700.5,350.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_177,512,512,4608,11.1111111111,213.0,128.0,1536,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_199,512,2560,4608,55.5555555556,311.0,168.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_130,512,2048,4608,44.4444444444,357.5,187.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_147,512,2560,4608,55.5555555556,300.5,186.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_108,512,3072,4608,66.6666666667,454.5,225.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_191,512,2560,4608,55.5555555556,604.0,271.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_175,512,2048,4608,44.4444444444,221.5,142.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_102,512,2560,4608,55.5555555556,405.0,217.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_123,512,2560,4608,55.5555555556,190.0,116.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_154,512,2048,4608,44.4444444444,337.0,162.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_129,512,2048,4608,44.4444444444,708.5,333.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_188,512,2048,4608,44.4444444444,484.0,236.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_166,512,3072,4608,66.6666666667,803.0,389.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_111,512,2560,4608,55.5555555556,329.0,180.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_182,512,2560,4608,55.5555555556,403.5,205.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_116,512,1536,4608,33.3333333333,188.0,108.0,1536,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_161,512,3072,4608,66.6666666667,436.0,214.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_185,512,1280,4608,27.7777777778,367.5,179.0,1280,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_153,512,2048,4608,44.4444444444,275.0,136.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_124,512,2560,4608,55.5555555556,927.5,368.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_159,512,2560,4608,55.5555555556,486.5,249.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_196,512,1536,4608,33.3333333333,321.5,153.0,1536,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_178,512,2048,4608,44.4444444444,545.0,275.0,2304,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_105,512,1024,4608,22.2222222222,323.0,130.0,1024,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_172,512,2560,4608,55.5555555556,437.5,225.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_140,512,512,4608,11.1111111111,430.0,203.0,1024,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_137,512,2048,4608,44.4444444444,284.0,147.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_144,512,2048,4608,44.4444444444,393.0,200.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_133,512,2560,4608,55.5555555556,692.0,320.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_139,512,3584,4608,77.7777777778,473.0,255.0,3584,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_101,512,2560,4608,55.5555555556,355.0,205.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_176,512,2048,4608,44.4444444444,463.5,217.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_198,512,2560,4608,55.5555555556,421.0,194.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_192,512,2048,4608,44.4444444444,796.75,400.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_157,512,2560,4608,55.5555555556,717.5,328.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_120,512,2304,4608,50.0,684.75,307.0,2304,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_181,512,2048,4608,44.4444444444,395.0,193.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_118,512,2304,4608,50.0,565.0,269.0,2304,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_112,512,2560,4608,55.5555555556,458.0,206.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_165,512,3584,4608,77.7777777778,853.0,390.0,3584,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_168,512,2560,4608,55.5555555556,529.0,241.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_186,512,2048,4608,44.4444444444,198.0,126.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_162,512,512,4608,11.1111111111,327.0,125.0,512,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_115,512,3072,4608,66.6666666667,515.5,261.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_127,512,1920,4608,41.6666666667,439.0,228.0,1920,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_150,512,3072,4608,66.6666666667,598.5,265.0,3072,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_171,512,2560,4608,55.5555555556,327.5,179.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_106,512,2048,4608,44.4444444444,249.0,121.0,2048,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_195,512,1792,4608,38.8888888889,299.0,185.0,1792,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_134,512,1024,4608,22.2222222222,303.0,149.0,1536,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_143,512,1792,4608,38.8888888889,344.0,193.0,2560,100,Slip-scramble
Q3__Slip_SCRAM__MinGen_100,Q3,Q3__Slip_SCRAM__MinGen_100__rep_149,512,1280,4608,27.7777777778,885.0,405.0,2048,100,Slip-scramble
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_247,1,7,9,77.7777777778,204.0,97.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_230,1,6,9,66.6666666667,128.0,66.0,6,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_208,1,7,9,77.7777777778,184.0,96.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_202,1,9,9,100.0,319.0,108.0,9,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_223,1,7,9,77.7777777778,191.0,92.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_229,1,6,9,66.6666666667,211.0,100.0,6,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_211,1,7,9,77.7777777778,209.0,103.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_216,1,7,9,77.7777777778,267.0,104.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_224,1,7,9,77.7777777778,199.0,101.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_205,1,7,9,77.7777777778,241.0,113.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_237,1,7,9,77.7777777778,232.0,103.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_240,1,6,9,66.6666666667,199.0,101.0,6,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_233,1,7,9,77.7777777778,216.0,105.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_244,1,9,9,100.0,434.0,70.0,9,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_239,1,7,9,77.7777777778,211.0,59.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_201,1,9,9,100.0,269.0,96.0,9,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_220,1,7,9,77.7777777778,308.0,108.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_218,1,8,9,88.8888888889,197.0,101.0,8,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_212,1,7,9,77.7777777778,199.0,100.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_215,1,6,9,66.6666666667,181.0,95.0,6,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_250,1,7,9,77.7777777778,202.0,101.0,7,0,High mutation rate
Q1__HIGHMUT__MinGen_0,Q1,Q1__HIGHMUT__MinGen_0__rep_227,1,5,9,55.5555555556,199.0,101.0,5,0,High mutation rate
